PANEL	FILE	gene_id	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	IS_POSITIVE	qvalue	PROB
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000134056.wgt.RDat	ENSG00000134056	5	69217760	69230129	0.21009	rs28513225	7.77	rs6893676	0.1754	9.42	-1.1628	2545	1	top1	0.18	7.1e-23	-1.163	0.2449	0	0.827447323943662	0.172552676056338
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000155858.wgt.RDat	ENSG00000155858	5	157743695	157760709	0.034135	rs6869403	-9.82	rs11950141	-0.00146	-3.82	-0.69	3078	1	lasso	0.0079	0.026	0.69	0.49	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000112972.wgt.RDat	ENSG00000112972	5	43289395	43313512	0.170224	rs2548365	-2.78	rs7728337	0.13954	9.01	-0.8616	3628	1	top1	0.14	3.2e-18	-0.8616	0.389	0	0.984424947145877	0.0155750528541225
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000087116.wgt.RDat	ENSG00000087116	5	179110851	179345430	0.072988	rs194039	3.81	rs35739984	0.111527	-7.56	-1.1154	6573	1	top1	0.11	1e-14	1.115	0.265	1	0.848141711229947	0.151858288770053
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000251348.wgt.RDat	ENSG00000251348	5	95768999	95770700	0.04023	rs17086446	17.82	rs41276251	-0.00176	4.44	-0.145	3798	7	enet	0.0029	0.12	-0.112	0.911	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164404.wgt.RDat	ENSG00000164404	5	132861181	132866884	0.332018	rs11242183	9.19	rs6596051	0.3417	13.76	0.8416	3981	31	enet	0.38	5.5e-54	1.2934	0.1959	0	0.75926213592233	0.24073786407767
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000134057.wgt.RDat	ENSG00000134057	5	69167010	69178245	0.250614	rs7731269	-8.7	rs34721946	0.1763	9.59	0.5453	2693	9	enet	0.18	5e-23	0.63007	0.5286	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249167.wgt.RDat	ENSG00000249167	5	116574482	116591398	0.055114	rs72804807	-3.18	rs10036725	0.0358	-5.89	-0.868	4645	2	lasso	0.056	5.3e-08	0.755	0.45	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000247572.wgt.RDat	ENSG00000247572	5	81204084	81301560	0.048393	rs79498161	-3.51	rs13164806	0.01687	5.39	-0.5873	4070	4	lasso	0.02	0.00095	-0.3144	0.753	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164466.wgt.RDat	ENSG00000164466	5	175477062	175529742	0.305953	rs151238466	4.4	rs183056	0.2557	-11.35	-1.402	4923	1	top1	0.26	4.9e-34	1.4016	0.161	0	0.69825	0.30175
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000170469.wgt.RDat	ENSG00000170469	5	139396563	139404088	0.291168	rs270163	4.402	rs17207604	0.18064	10.12	-1.1671	2675	44	enet	0.25	9.7e-34	-0.6745	0.5	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000153347.wgt.RDat	ENSG00000153347	5	95391344	95450454	0.321039	rs10476663	-8.65	rs2881469	0.250185	11.3	-1.292	3444	7	lasso	0.25	3e-33	-1.349	0.177	0	0.728072164948454	0.271927835051546
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164330.wgt.RDat	ENSG00000164330	5	158695916	159099761	0.109102	rs9313835	4.09	rs112736190	0.09763	7.18	-0.134	3756	1	top1	0.098	5.3e-13	-0.134	0.8938	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164252.wgt.RDat	ENSG00000164252	5	77029251	77065234	0.106352	rs355405	-13	rs30189	0.0409	5.96	0.44	5371	4	lasso	0.048	4.1e-07	0.604	0.546	1	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000123213.wgt.RDat	ENSG00000123213	5	65722196	65871725	0.189745	rs9291825	5.14	rs9291825	0.201	-10.13	5.14	4082	1	top1	0.2	2.8e-26	-5.14	2.82e-07	1	7.182e-06	0.999992818
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000185261.wgt.RDat	ENSG00000185261	5	94152966	94618597	0.125275	rs62364621	-3.67	rs6556834	0.08831	7.99	-0.25	2977	4	lasso	0.12	1.3e-15	-0.168	0.866	1	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113209.wgt.RDat	ENSG00000113209	5	141135218	141138625	0.407144	rs7712237	-15	rs269781	0.507021	16.16	0.4273	3924	19	enet	0.51	1.1e-79	0.3683	0.7127	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000171421.wgt.RDat	ENSG00000171421	5	1798386	1801366	0.168308	rs7721679	-4.85	rs2277058	0.194	-9.57	0.382	7082	1	top1	0.19	2.6e-25	-0.382	0.703	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000170091.wgt.RDat	ENSG00000170091	5	174045604	174243501	0.554849	rs76928554	-4.73	rs431604	0.534	16.36	0.663	5781	5	lasso	0.54	7.7e-87	0.688	0.491	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000155846.wgt.RDat	ENSG00000155846	5	149730298	149855022	0.534758	rs10073851	-3.88	rs56376672	0.5751	-17.09	1.3	4550	1	top1	0.58	7.8e-95	-1.3	0.194	0	0.756410423452769	0.243589576547231
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000094880.wgt.RDat	ENSG00000094880	5	138187648	138213343	0.055817	rs13171855	-11.92	rs10058409	0.0537	-6.29	0.336	3268	4	lasso	0.068	1.8e-09	-0.44	0.66	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000178187.wgt.RDat	ENSG00000178187	5	178941191	178966433	0.356088	rs12518000	-8.56	rs7706237	0.25918	12.49	-2.564	6642	33	enet	0.36	1e-49	-2.44	0.0147	0	0.159962727272727	0.840037272727273
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250602.wgt.RDat	ENSG00000250602	5	126433505	126490371	0.045384	rs6892742	-4.89	rs170737	0.0548	5.71	3.59	4769	2	lasso	0.055	6.2e-08	3.54	0.000393	1	0.00618975	0.99381025
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000261934.wgt.RDat	ENSG00000261934	5	141402932	141512979	0.203269	rs55742792	10.79	rs2563324	0.166297	9.31	4.937	4310	1	top1	0.17	1.1e-21	4.937	7.93e-07	1	1.86121764705882e-05	0.999981387823529
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000156463.wgt.RDat	ENSG00000156463	5	145936579	146081791	0.150297	rs4705334	3.79	rs13174986	0.0998	7.65	0.0832	3482	1	top1	0.1	2.8e-13	0.0832	0.9337	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000279370.wgt.RDat	ENSG00000279370	5	131261321	131261607	0.11566	rs182691640	2.58	rs264129	0.1028	-6.99	-0.5239	2854	1	top1	0.1	1.2e-13	0.52389	0.6	1	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000086189.wgt.RDat	ENSG00000086189	5	62387254	62403939	0.038365	rs7710183	-8.85	rs10053423	0.0293	-5.02	-0.776	2948	2	lasso	0.06	2e-08	0.466	0.641	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000152684.wgt.RDat	ENSG00000152684	5	52787940	52804046	0.137249	rs11958510	8.29	rs9291909	0.0636	7.46	-1.282	4052	13	enet	0.072	5.7e-10	-1.378	0.168	0	0.711456338028169	0.288543661971831
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000228672.wgt.RDat	ENSG00000228672	5	139390592	139395713	0.340547	rs11738439	-8.18	rs12655770	0.24064	11.17	7.1544	2691	1	top1	0.24	7.5e-32	7.1544	8.4e-13	1	4.1895e-11	0.999999999958105
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000243304.wgt.RDat	ENSG00000243304	5	115264669	115265464	0.112166	rs115893998	-3.83	rs13183081	0.0805	6.8	0.64	4293	1	top1	0.081	6.2e-11	0.64	0.522	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113194.wgt.RDat	ENSG00000113194	5	176447628	176510074	0.300885	rs2731674	-7.17	rs267412	0.1791	10.6	-0.1733	4160	9	enet	0.22	6.6e-29	-0.1635	0.8701	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000247679.wgt.RDat	ENSG00000247679	5	177611253	177619754	0.476244	rs11952074	4.34	rs3806911	0.223	-11.55	1.1526	4751	6	lasso	0.32	7.5e-44	-1.527	0.127	0	0.646481012658228	0.353518987341772
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000170445.wgt.RDat	ENSG00000170445	5	140673173	140692024	0.307354	rs59697430	-4.25	rs260736	0.1542	-8.92	-3.192	3226	4	lasso	0.19	1.8e-25	3.198	0.00139	1	0.0198075	0.9801925
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000197822.wgt.RDat	ENSG00000197822	5	69492292	69558104	0.088495	rs7730215	3.45	rs7704214	0.0143	-5.39	-0.604	2009	23	enet	0.051	1.8e-07	-1.105	0.269	0	0.854092838196286	0.145907161803714
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000250337.wgt.RDat	ENSG00000250337	5	27472292	27496401	0.140274	rs10461673	4.49	rs13181427	0.0998	7.65	-1.4	1525	1	top1	0.1	2.9e-13	-1.4	0.16	0	0.69825	0.30175
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000204965.wgt.RDat	ENSG00000204965	5	140821604	141012344	0.142826	rs72790033	-3.74	rs2431384	0.02351	-5.43	1.407	3483	33	enet	0.061	1.4e-08	-2.4287	0.0152	0	0.16245	0.83755
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000251664.wgt.RDat	ENSG00000251664	5	140875302	141012344	0.153924	rs449209	9.01	rs265157	0.13034	-8.6	-2.0988	3542	1	top1	0.13	4.7e-17	2.0988	0.03584	0	0.317781333333333	0.682218666666667
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000272049.wgt.RDat	ENSG00000272049	5	8444949	8445535	0.19398	rs78072098	4.87	rs16878728	0.1219	-6.43	-3.96	3489	1	lasso	0.12	3.3e-16	3.57	0.000356	1	0.00568176	0.99431824
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164292.wgt.RDat	ENSG00000164292	5	95713522	95824383	0.126153	rs73152040	-6.52	rs469844	0.08789	6.96	0.46	3791	1	top1	0.088	8e-12	0.46	0.6459	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000127184.wgt.RDat	ENSG00000127184	5	86617904	86620962	0.177267	rs62364239	3.4	rs62363072	0.252	11.69	1.082	2439	19	enet	0.26	4e-35	1.047	0.2949	0	0.8827875	0.1172125
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000112852.wgt.RDat	ENSG00000112852	5	141094578	141098703	0.089772	rs10066745	-3.35	rs6866390	0.043456	-5.82	0.97922	3794	1	top1	0.043	1.5e-06	-0.97922	0.3275	0	0.915287441860465	0.0847125581395349
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000164185.wgt.RDat	ENSG00000164185	5	122129513	122153571	0.027216	rs17149944	5.96	rs6595286	0.0702	-6.26	0.918	4304	1	top1	0.07	1e-09	-0.918	0.359	0	0.965669662921348	0.0343303370786517
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000172058.wgt.RDat	ENSG00000172058	5	70900665	70918530	0.039911	rs9293661	-2.56	rs114996670	0.00032	3.77	-0.7286	1273	1273	blup	0.012	0.0079	0.1454	0.884	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145569.wgt.RDat	ENSG00000145569	5	14581775	14615007	0.385413	rs12516651	-7.17	rs953530	0.374	-14.01	1.56	2925	23	enet	0.41	7.1e-59	-1.733	0.083	0	0.5229	0.4771
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145604.wgt.RDat	ENSG00000145604	5	36151989	36184319	0.207473	rs2455281	4.31	rs9292581	0.2514	-11.37	0.868	4566	1	top1	0.25	2.1e-33	-0.868	0.386	0	0.984424947145877	0.0155750528541225
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000156475.wgt.RDat	ENSG00000156475	5	146581146	147084784	0.246373	rs73793279	-5.94	rs17493090	0.33817	13.22	0.921	4032	5	lasso	0.34	3.8e-47	1.039	0.299	0	0.884302222222222	0.115697777777778
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000251556.wgt.RDat	ENSG00000251556	5	146099406	146120412	0.267379	rs7729824	-5.82	rs72815823	0.135	-9.03	-5.03	3404	8	lasso	0.17	4.5e-22	7.1	1.26e-12	1	5.80084615384615e-11	0.999999999941992
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000168944.wgt.RDat	ENSG00000168944	5	123344885	123423592	0.394892	rs335855	-4.57	rs10071569	0.23	10.77	-0.2227	4031	9	lasso	0.36	8.5e-51	0.0477	0.962	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000253404.wgt.RDat	ENSG00000253404	5	138744434	138753309	0.222188	rs62384263	3.2	rs10076938	0.22502	11.56	-0.73548	2676	25	enet	0.24	2.1e-32	-0.71065	0.4773	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000224993.wgt.RDat	ENSG00000224993	5	43666766	43667232	0.109224	rs9799988	15.77	rs1423656	0.0714	-6.91	1.516	3716	4	lasso	0.084	2.2e-11	-0.8658	0.387	0	0.984424947145877	0.0155750528541225
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000244363.wgt.RDat	ENSG00000244363	5	77582376	77583122	0.182077	rs1428862	5.16	rs2431357	0.16153	-9.08	-1.51	4978	1	top1	0.16	4.7e-21	1.51	0.132	0	0.655618257261411	0.344381742738589
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000175416.wgt.RDat	ENSG00000175416	5	176392455	176416569	0.299137	rs267348	-8.33	rs267352	0.2457	11.25	-8.316	4197	3	lasso	0.3	7.1e-41	-9.664	4.29e-22	1	4.438875e-20	1
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000145723.wgt.RDat	ENSG00000145723	5	103086000	103120151	0.04687	rs1582383	-10.31	rs438267	0.0177	4.33	0.0313	2698	1	top1	0.018	0.0017	0.0313	0.975	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000134352.wgt.RDat	ENSG00000134352	5	55935095	55994993	0.158264	rs185218	-11.7	rs12523443	0.0924	7.43	-1.08	4881	1	top1	0.092	2.3e-12	-1.08	0.282	0	0.868363496143959	0.131636503856041
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000113593.wgt.RDat	ENSG00000113593	5	65563236	65587549	0.684953	rs784577	-3.23	rs10061707	0.5057	-15.9	0.30802	3917	4	lasso	0.64	1.4e-111	-0.747	0.455	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000247796.wgt.RDat	ENSG00000247796	5	53109842	53115126	0.159569	rs156437	-17.09	rs75159458	0.153	9.04	-0.5465	4005	1	top1	0.15	6.1e-20	-0.5465	0.585	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000249797.wgt.RDat	ENSG00000249797	5	117925008	118266035	0.092744	rs2162888	-13.8	rs72808080	0.0746	7.41	0.763	4559	4	lasso	0.092	2.8e-12	0.799	0.424	0	1	0
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000204969.wgt.RDat	ENSG00000204969	5	140794852	141012344	0.370098	rs183649	4.92	rs13179950	0.23541	-11.55	1.4631	3419	11	lasso	0.25	8.7e-33	-1.3531	0.176	0	0.726455172413793	0.273544827586207
test_tissue	/home/liulab/datasource/sim_twas_model_6/test_tissue/ENSG00000253910.wgt.RDat	ENSG00000253910	5	141360042	141512979	0.138287	rs6898934	13.33	rs778602	0.098557	8.04	-3.8107	4216	2	lasso	0.13	1.1e-16	-3.282	0.00103	1	0.0152211111111111	0.984778888888889
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000172262.wgt.RDat	ENSG00000172262	5	43065176	43192021	0.192428	rs55720235	7	rs965329	0.2141	-10.87	-0.0255	3439	5	lasso	0.22	5.2e-29	-0.0428	0.966	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113161.wgt.RDat	ENSG00000113161	5	75336329	75362104	0.256994	rs56335333	8.31	rs57208329	0.1721	-9.51	0.1795	4566	1	top1	0.17	1.9e-22	-0.1795	0.8576	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000027847.wgt.RDat	ENSG00000027847	5	177600100	177610347	0.157293	rs62389379	-4.88	rs1063266	0.1394	8.41	1.057	4755	1	top1	0.14	3.3e-18	1.0574	0.2903	0	0.879613636363636	0.120386363636364
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000248668.wgt.RDat	ENSG00000248668	5	41870030	41872241	0.115277	rs7710639	5.81	rs6876739	0.01992	5.38	-0.096	3616	4	lasso	0.032	3.5e-05	-0.163	0.871	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000050748.wgt.RDat	ENSG00000050748	5	180233143	180292099	0.452134	rs7720895	10.45	rs7720895	0.3167	12.63	10.447	6144	1	top1	0.32	2.5e-43	10.447	1.52e-25	1	2.2743e-23	1
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000151882.wgt.RDat	ENSG00000151882	5	43376645	43412391	0.027861	rs1448035	10.58	rs62371990	0.00643	4.21	1.3891	3582	11	enet	0.0087	0.021	1.2077	0.2271	0	0.80904375	0.19095625
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000164402.wgt.RDat	ENSG00000164402	5	132750817	132807241	0.049441	rs67598859	-4.04	rs4361508	0.0928	6.94	1.123	3816	1	lasso	0.093	2e-12	1.123	0.2615	0	0.844998113207547	0.155001886792453
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000223361.wgt.RDat	ENSG00000223361	5	17353695	17354624	0.070492	rs74874866	3.79	rs112464825	0.0714	6.55	0.0548	2737	14	enet	0.072	6.8e-10	-0.163	0.87	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000170234.wgt.RDat	ENSG00000170234	5	160061801	160119423	0.233004	rs147921118	-4.18	rs62378744	0.207	10.3	1.67	3899	6	lasso	0.21	1e-27	1.47	0.143	0	0.675	0.325
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000271828.wgt.RDat	ENSG00000271828	5	56927874	56929573	0.025541	rs897264	9.68	rs10045084	0.0838	6.69	-1.1692	4797	1	top1	0.084	2.5e-11	-1.1692	0.242	0	0.8229375	0.1770625
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000230612.wgt.RDat	ENSG00000230612	5	132688681	132723725	0.189973	rs256239	6.42	rs116180546	0.1952	-10.44	0.5759	3663	10	lasso	0.21	1.9e-27	-0.383	0.7017	1	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145495.wgt.RDat	ENSG00000145495	5	10353703	10440388	0.048101	rs62364289	4.89	rs194267	-0.00172	-3.86	-1.073	4176	5	lasso	0.0052	0.058	0.692	0.489	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000040275.wgt.RDat	ENSG00000040275	5	169583634	169604778	0.390832	rs56364568	-10.4	rs1120242	0.319	13.09	-0.5908	4922	11	enet	0.34	5.9e-47	-0.705	0.481	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000164241.wgt.RDat	ENSG00000164241	5	127042558	127073492	0.038852	rs245218	6.55	rs78661885	0.0275	-5.05	2.05	4445	1	top1	0.027	0.00012	-2.05	0.0404	1	0.342970212765957	0.657029787234043
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000083720.wgt.RDat	ENSG00000083720	5	41730065	41870519	0.005346	rs58394380	10.6	rs111391242	0.00389	2.9	-1.507	3617	1	top1	0.0039	0.087	-1.51	0.132	0	0.655618257261411	0.344381742738589
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000164180.wgt.RDat	ENSG00000164180	5	88189633	88269476	0.376777	rs1863752	-18.9	rs323804	0.4305	-14.68	2.943	2262	1	top1	0.43	4.3e-63	-2.943	0.00325	0	0.0422853260869565	0.957714673913043
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000074276.wgt.RDat	ENSG00000074276	5	176542511	176595974	0.208089	rs10044262	6.97	5:175563349:A:G	0.0762	7.39	6.901	3976	4	lasso	0.18	2.4e-23	7.056	1.72e-12	1	7.62533333333333e-11	0.999999999923747
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000158985.wgt.RDat	ENSG00000158985	5	131245493	131398447	0.342581	rs25890	-4.01	rs6869219	0.298	12.55	-0.9237	2840	25	enet	0.3	3.5e-41	-0.7836	0.4333	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000171530.wgt.RDat	ENSG00000171530	5	77691166	77868780	0.153139	rs339035	6.92	rs10474485	0.159	9.01	1.173	4840	1	top1	0.16	9.8e-21	1.17	0.241	0	0.821871794871795	0.178128205128205
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000279737.wgt.RDat	ENSG00000279737	5	35895689	35896020	0.167727	rs34139494	13.1	rs27162	0.127	-8.26	-1.03	4870	4	lasso	0.14	8.6e-18	0.996	0.3191	1	0.909889386792453	0.0901106132075472
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113638.wgt.RDat	ENSG00000113638	5	40512333	40755975	0.083154	rs350058	-3.43	rs615641	0.0652	-6.23	0.2163	4514	1	top1	0.065	4.2e-09	-0.2163	0.829	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000178722.wgt.RDat	ENSG00000178722	5	61637708	61751763	0.537388	rs13162934	2.88	rs11750609	0.562	-16.8	0.55	3188	5	lasso	0.58	2e-95	-0.328	0.743	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000260581.wgt.RDat	ENSG00000260581	5	151652275	151655449	0.026952	rs17453880	13	rs58079486	0.045153	-4.95	-0.3024	5214	1	top1	0.045	9.7e-07	0.3024	0.762	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113719.wgt.RDat	ENSG00000113719	5	172834275	172952685	0.140199	rs13160651	-5.24	rs861429	0.0794	6.78	-1.285	5251	1	top1	0.079	8.5e-11	-1.285	0.1988	0	0.762703846153846	0.237296153846154
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000269961.wgt.RDat	ENSG00000269961	5	65924629	65925135	0.22521	rs458418	-11.45	rs264763	0.1659	9.67	-0.286	4275	5	lasso	0.17	1.1e-22	-0.166	0.868	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000113595.wgt.RDat	ENSG00000113595	5	65589680	65625975	0.131389	rs75216102	4.99	rs4700646	0.0956	-7.43	0.0176	4002	9	enet	0.096	8.5e-13	-0.2068	0.836	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000134986.wgt.RDat	ENSG00000134986	5	111662621	111997464	0.175875	rs33569	-7.62	rs1438670	0.1046	7.61	-0.339	4382	1	top1	0.1	7.4e-14	-0.339	0.735	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000215325.wgt.RDat	ENSG00000215325	5	145228811	145230054	0.225433	rs17493090	10.3	rs10069610	0.24755	11.29	0.641	2967	1	top1	0.25	7.5e-33	0.641	0.521	0	1	0
test_tissue	/home/users/nus/e1124850/e1124850/locuscompare2file/sim_coloc/sim_twas_model_6/test_tissue/ENSG00000145907.wgt.RDat	ENSG00000145907	5	151771045	151812785	0.022152	rs17801328	3.4	rs7716903	0.000632	3.9	0.572	5271	1	lasso	0.0091	0.019	0.572	0.568	0	1	0
