gene_id	coloc	SMR.b	SMR.se	SMR.p	fastenloc	ecaviar	TWAS.Z	TWAS.P	PrediXcan.Z	PrediXcan.P	SMR.z	IS_POSITIVE	smrqvalue	twasqvalue	predixcanqvalue
ENSG00000112877	0.0743	0.0983977	0.0911574	0.2804	0.06233	0.0015	1.05	0.294	1.1403492182221	0.2541	1.07942635485435	0	0.36033470460899597	0.11721250000000005	0.0
ENSG00000133401	0.0085	0.271754	0.274976	0.323	0.02529	0.0016	0.0	1.0	0.0	1.0	0.988282613755382	0	0.34079243439696505	0.0	0.0
ENSG00000250539	0.0496	-0.068877	0.11186	0.5381	0.05903	0.0012	-0.625	0.532	-0.617485989800535	0.5369	-0.615742892901841	0	0.20422383060984795	0.0	0.0
ENSG00000092421	0.0364	-0.0322774	0.0846864	0.7031	0.1805	0.0015	-0.00868	0.993	0.123570414787275	0.9017	-0.381140301158155	0	0.15629640167088998	0.0	0.0
ENSG00000248923	0.1298	0.428467	0.211743	0.04302	0.08381	0.0028	2.198	0.028	0.0	1.0	2.0235238000784	1	0.704372648837382	0.7360944881889759	0.0
ENSG00000232517	0.0516	-0.00319784	0.103856	0.9754	0.03166	0.0011	0.871	0.384	0.133294426268617	0.894	-0.03079109536281	0	0.09483410428870698	0.015575052854122973	0.0
ENSG00000120327	0.145	-0.0275879	0.110794	0.8034	0.06209	0.0023	-0.0576	0.954	-0.0874614012125844	0.9303	-0.249001750997346	0	0.129236386272795	0.0	0.0
ENSG00000262096	0.0669	-0.0623722	0.101241	0.5378	0.0458	0.0017	-0.7551	0.45	-0.787139498718731	0.4312	-0.616076490749795	0	0.20422383060984795	0.0	0.0
ENSG00000247049	0.0564	0.442217	0.323653	0.1718	0.007943	0.0017	0.0	1.0	0.0	1.0	1.36633060716261	1	0.43573221408223395	0.0	0.0
ENSG00000250048	0.0592	-0.105928	0.262447	0.6865	0.01435	0.0016	0.0	1.0	0.0	1.0	-0.403616730235057	0	0.160619513379601	0.0	0.0
ENSG00000170571	0.0457	-0.337751	0.176445	0.05559	0.1294	0.0051	-1.462	0.144	-1.81609466370051	0.06936	-1.91419989231772	0	0.6683678862273961	0.32499999999999996	0.42742124137931004
ENSG00000131446	0.0619	-0.381239	0.230437	0.09804	0.1622	0.002	-1.768	0.077	0.0	1.0	-1.65441747636013	0	0.545097065739516	0.493576923076923	0.0
ENSG00000251257	0.055	-0.0427935	0.121391	0.7244	0.03084	0.0016	-0.353	0.724	-0.352824509143829	0.7242	-0.352526134556928	0	0.14786572591680003	0.0	0.0
ENSG00000271714	0.0972	0.00551758	0.0963803	0.9543	0.04082	0.0019	0.0572	0.954	0.149531028603555	0.8811	0.0572480060759304	0	0.096615371772525	0.0	0.0
ENSG00000213585	0.3014	-0.187146	0.0766313	0.0146	0.0004758	0.0038	-2.33	0.0198	-2.38374018669128	0.01714	-2.4421613622632	1	0.859899684148308	0.795581293103448	0.781738510638298
ENSG00000271824	0.9746	-0.71462	0.193879	0.0002279	0.9765	0.0544	-4.5688	4.91e-06	-4.51497268676758	6.332e-06	-3.68590718953574	1	0.9958060465427457	0.9998931405454546	0.9998596406666667
ENSG00000197948	0.036	0.004208	0.0671885	0.9501	0.06055	0.0013	0.211	0.833	0.252365603349649	0.8008	0.0626297655104668	0	0.096615371772525	0.0	0.0
ENSG00000237693	0.0378	0.015573	0.0693227	0.8223	0.02862	0.0013	0.28	0.779	0.266038613620848	0.7902	0.224645029694458	0	0.127371857031515	0.0	0.0
ENSG00000170624	0.1205	-0.158341	0.107254	0.1399	0.1226	0.0028	-1.493	0.1354	-1.61455275710234	0.1064	-1.47631789956552	1	0.47509427595714504	0.33576311475409804	0.248002352941176
ENSG00000133710	0.038	-0.217336	0.214363	0.3106	0.05284	0.0016	-0.679	0.497	0.0	1.0	-1.01386899791475	0	0.350012225125222	0.0	0.0
ENSG00000173930	0.0441	-0.0114606	0.0920373	0.9009	0.06735	0.0015	-0.235	0.814	-0.208719911079884	0.8347	-0.124521253882937	0	0.106181500087842	0.0	0.0
ENSG00000164237	0.0581	0.0277412	0.138588	0.8413	0.2227	0.0016	0.2	0.8413	0.200243696570396	0.8413	0.200170288913903	0	0.124227999025592	0.0	0.0
ENSG00000272265	0.1988	-0.266433	0.246762	0.2803	0.02175	0.0038	-1.1168	0.2641	0.0	1.0	-1.07971648795195	0	0.36033470460899597	0.15247265415549605	0.0
ENSG00000113597	0.006	-0.230922	0.311894	0.4591	0.004289	0.0017	0.0	1.0	0.0	1.0	-0.740386156835335	0	0.24129452821972397	0.0	0.0
ENSG00000239528	0.073	-0.124514	0.113638	0.2732	0.03073	0.002	-0.96031	0.3369	0.0	1.0	-1.09570742181313	0	0.36185705565836	0.07053225806451602	0.0
ENSG00000248569	0.3305	0.475963	0.199318	0.01694	0.4002	0.0055	2.64	0.00832	0.0	1.0	2.38795793656368	0	0.8427977212082289	0.9013956435643564	0.0
ENSG00000145506	0.0889	-0.119372	0.0803781	0.1375	0.06049	0.0021	-1.192	0.2333	-1.31714065549626	0.1878	-1.48513090008348	0	0.47534561993880997	0.184305217391304	0.07108842975206597
ENSG00000131508	0.043	0.0509315	0.105305	0.6286	0.02262	0.0012	0.484	0.628	0.47301842618476	0.6362	0.483656996343953	0	0.17578487282394595	0.0	0.0
ENSG00000237190	0.0405	0.00388238	0.0775228	0.9601	0.1058	0.0013	0.186	0.852	0.0584525319526512	0.9534	0.0500804924486732	0	0.096615371772525	0.0	0.0
ENSG00000131844	0.0449	0.078567	0.102701	0.4443	0.03258	0.0188	0.751	0.4528	0.7369009851405	0.4612	0.765007156697598	0	0.25209249437957104	0.0	0.0
ENSG00000248610	0.1176	-0.0604044	0.127094	0.6346	0.02213	0.002	-0.436	0.663	-0.466451997729225	0.6409	-0.475273419673627	0	0.17578487282394595	0.0	0.0
ENSG00000253785	0.0309	0.0482184	0.208163	0.8168	0.06185	0.0014	0.0	1.0	0.0	1.0	0.231637706989234	0	0.127371857031515	0.0	0.0
ENSG00000175857	0.0242	0.474626	0.293374	0.1057	0.001165	0.0016	0.0	1.0	0.0	1.0	1.61781889328979	0	0.527719508313061	0.0	0.0
ENSG00000271334	0.0505	-0.125502	0.136049	0.3563	0.05708	0.0015	0.0	1.0	-0.929316639900208	0.3527	-0.922476460686958	0	0.318884495727598	0.0	0.0
ENSG00000280187	0.0093	0.373569	0.288636	0.1956	0.02554	0.0415	1.3806	0.1674	0.0	1.0	1.29425643370889	0	0.415046549789138	0.288543661971831	0.0
ENSG00000283235	0.0178	-0.17894	0.251431	0.4767	0.04498	0.0015	0.0	1.0	0.0	1.0	-0.711686307575438	0	0.22979351342410004	0.0	0.0
ENSG00000253522	0.0826	0.0846239	0.123881	0.4945	0.06542	0.0015	0.894	0.371	0.791116885992439	0.4289	0.6831063682082	0	0.22399166430615902	0.033590909090909005	0.0
ENSG00000250678	0.0103	-0.838994	0.456446	0.06605	0.0003133	0.0016	0.0	1.0	0.0	1.0	-1.83810133071601	0	0.626489438778721	0.0	0.0
ENSG00000248596	0.0579	0.0604821	0.121305	0.6181	0.03022	0.0014	0.0	1.0	0.50255760249121	0.6153	0.498595276369482	0	0.17578487282394595	0.0	0.0
ENSG00000153044	0.0446	-0.0267071	0.053421	0.6171	0.04733	0.018	0.0	1.0	-0.502127550778193	0.6156	-0.499936354617098	0	0.17578487282394595	0.0	0.0
ENSG00000247828	0.0466	-0.0343536	0.166856	0.8369	0.0228	0.0013	-0.206	0.837	0.0	1.0	-0.205887711559668	0	0.124227999025592	0.0	0.0
ENSG00000185986	0.0146	0.272099	0.31416	0.3864	0.01255	0.0018	0.0	1.0	0.0	1.0	0.866115991851286	0	0.29206669395666895	0.0	0.0
ENSG00000248449	0.0174	-0.293812	0.272748	0.2814	0.0487	0.0017	-1.151	0.25	0.0	1.0	-1.07722879727807	0	0.36033470460899597	0.16838259668508304	0.0
ENSG00000070614	0.057	-0.176567	0.185795	0.3419	0.0327	0.0014	-0.965	0.335	0.0	1.0	-0.950332355553164	0	0.32741963863051804	0.071770833333333	0.0
ENSG00000120727	0.0068	-0.197279	0.298681	0.5089	0.002316	0.0015	0.0	1.0	0.0	1.0	-0.660500667936695	0	0.22021755684544597	0.0	0.0
ENSG00000178776	0.013	-0.205026	0.290867	0.4809	0.0191	0.0015	0.0	1.0	0.0	1.0	-0.704878862160369	0	0.229098926920016	0.0	0.0
ENSG00000155508	0.0385	-0.027724	0.0889882	0.7554	0.2548	0.0015	-0.664	0.506	-0.652218938001578	0.5143	-0.311546924198939	0	0.136654423431398	0.0	0.0
ENSG00000049192	0.055	-0.0742958	0.0953402	0.4358	0.04191	0.0015	-0.78117	0.4347	-0.765615492139401	0.4439	-0.77927044415682	0	0.258351982434586	0.0	0.0
ENSG00000186687	0.126	0.195632	0.116867	0.09414	0.1945	0.0032	1.7033	0.0885	1.70333170890808	0.08851	1.67397126648241	1	0.5516980375840159	0.46646281407035195	0.31955153846153805
ENSG00000270307	0.0662	0.140838	0.148272	0.3422	0.03053	0.0014	0.601	0.548	0.0	1.0	0.949862415021042	1	0.32741963863051804	0.0	0.0
ENSG00000223652	0.0581	0.19796	0.165612	0.232	0.01259	0.0013	1.218	0.2234	0.0	1.0	1.19532401033741	0	0.38261067673625704	0.19660810810810803	0.0
ENSG00000232615	0.0696	-0.0168909	0.0876397	0.8472	0.06256	0.0015	-0.6383	0.523	-0.477409835845825	0.6331	-0.192731148098407	0	0.12287130460703999	0.0	0.0
ENSG00000072571	0.0187	-0.126677	0.265517	0.6333	0.03112	0.0016	-0.63857	0.523	0.0	1.0	-0.477095628528494	0	0.17578487282394595	0.0	0.0
ENSG00000249485	0.0414	-0.473479	0.27498	0.08509	0.04347	0.0017	-1.9	0.05705	0.0	1.0	-1.72186704487599	1	0.5722834397602	0.5810500000000001	0.0
ENSG00000172239	0.0388	0.0164748	0.0893072	0.8536	0.003029	0.0013	0.184	0.854	0.492968291044235	0.622	0.184473368328645	0	0.12287130460703999	0.0	0.0
ENSG00000205464	0.0869	-0.0430404	0.130831	0.7422	0.04874	0.0017	-0.345	0.73	-0.35033242751391	0.7261	-0.328977077298194	0	0.14381884774568898	0.0	0.0
ENSG00000113387	0.071	-0.144921	0.123278	0.2398	0.05862	0.0016	-1.187	0.235	-1.18701934814453	0.2352	-1.17556254968445	0	0.37712028166549105	0.184305217391304	0.0
ENSG00000279557	0.0113	-0.0103871	0.281799	0.9706	0.0006884	0.0015	-0.0369	0.9706	0.0	1.0	-0.036859960468277	0	0.09554673407494696	0.0	0.0
ENSG00000145545	0.0396	0.393587	0.329334	0.232	0.002081	0.0018	0.0	1.0	0.0	1.0	1.19509980749027	0	0.38261067673625704	0.0	0.0
ENSG00000070814	0.0675	-0.134369	0.107101	0.2096	0.1023	0.0015	-1.265	0.2059	-1.26486146450043	0.2059	-1.25460079737818	0	0.40679397619815105	0.23145887850467295	0.033481176470588014
ENSG00000249483	0.1167	0.216309	0.129024	0.09364	0.1054	0.0024	1.6134	0.107	1.6127837164998	0.1068	1.67650204613095	0	0.5516980375840159	0.412481651376147	0.248002352941176
ENSG00000279118	0.1001	0.115416	0.0717582	0.1077	0.111	0.0026	1.617	0.106	1.61683452129364	0.1059	1.60840154853383	0	0.521918156407059	0.41258333333333297	0.248002352941176
ENSG00000272255	0.0405	0.0636046	0.240917	0.7918	0.02352	0.0015	0.901	0.368	-0.170856795874299	0.8643	0.264010426827497	0	0.13249270419389003	0.033590909090909005	0.0
ENSG00000250490	0.0634	0.145165	0.106793	0.174	0.08043	0.0016	0.601	0.548	0.838085263898806	0.402	1.35931193992116	0	0.43573221408223395	0.0	0.0
ENSG00000174136	0.0697	-1.93533	0.935657	0.0386	0.0	0.0019	0.0	1.0	0.0	1.0	-2.06841823445985	0	0.7242757210124771	0.0	0.0
ENSG00000164591	0.06	-0.0543289	0.139029	0.696	0.05834	0.0019	0.0	1.0	0.380392406146161	0.7037	-0.390773867322645	0	0.15660208518435204	0.0	0.0
ENSG00000283897	0.0364	-0.364616	0.338545	0.2815	0.0005328	0.0014	0.0	1.0	0.0	1.0	-1.07700896483481	0	0.36033470460899597	0.0	0.0
ENSG00000251000	0.9963	0.66672	0.120346	3.024e-08	0.9798	0.2489	7.117	1.1e-12	7.00308383416879	2.504e-12	5.54002625762385	1	0.9999988273860715	0.999999999947332	0.999999999892954
ENSG00000145868	0.0758	0.0891845	0.0691862	0.1974	0.054	0.002	1.293	0.196	1.299100973603	0.1939	1.28905041756882	0	0.415046549789138	0.24073786407766995	0.06815219123506
ENSG00000225051	0.1071	-0.198318	0.122383	0.1051	0.09119	0.0027	-1.213	0.225	0.0	1.0	-1.62047016333968	0	0.528459887200629	0.19497283582089597	0.0
ENSG00000058729	0.0138	0.0498987	0.259796	0.8477	0.03132	0.0016	-0.984	0.325	0.0	1.0	0.192068777040447	0	0.12287130460703999	0.08781311475409803	0.0
ENSG00000078295	0.9777	-0.402516	0.088817	5.844e-06	0.9515	0.043	-5.17	2.28e-07	-4.86866873730567	1.124e-06	-4.53197023092426	1	0.9998557921759696	0.9999940670434783	0.9999725422857143
ENSG00000113645	0.0539	0.145273	0.153306	0.3433	0.06282	0.0014	0.957	0.339	0.842501544509582	0.3995	0.947601528968208	0	0.32741963863051804	0.06930504587155994	0.0
ENSG00000241112	0.0849	-0.101726	0.0692847	0.142	0.08951	0.0021	-1.202	0.229	-1.18742533934182	0.2351	-1.46823180298103	0	0.473798578430502	0.18956058823529398	0.0
ENSG00000164318	0.0533	-0.0313017	0.124911	0.8021	0.07229	0.0017	-0.251	0.802	-0.240515648493421	0.8099	-0.250592021519322	1	0.129236386272795	0.0	0.0
ENSG00000246596	0.045	0.00107421	0.0746445	0.9885	0.02357	0.001	0.751	0.452	0.0	1.0	0.0143910134035327	0	0.09438894599508696	0.0	0.0
ENSG00000142319	0.0484	0.132062	0.141945	0.3522	0.08749	0.0016	0.9916	0.321	0.832041793924333	0.4054	0.930374440804537	1	0.32039150649688997	0.09011061320754699	0.0
ENSG00000248367	0.0415	-0.0274489	0.116147	0.8132	0.09762	0.001	-0.551	0.582	-0.236410692334175	0.8131	-0.236328962435534	1	0.127371857031515	0.0	0.0
ENSG00000254333	0.0132	-0.0450652	0.29549	0.8788	0.006051	0.0018	0.0	1.0	0.0	1.0	-0.152510068022607	0	0.11651824388591903	0.0	0.0
ENSG00000183258	0.0598	0.217802	0.194534	0.2629	0.1414	0.0017	1.527	0.1269	0.0	1.0	1.11960891155274	1	0.36526983666702795	0.353518987341772	0.0
ENSG00000270706	0.0107	0.0433547	0.268275	0.8716	0.001475	0.0016	0.0	1.0	0.0	1.0	0.161605442176871	0	0.11808980310737904	0.0	0.0
ENSG00000145632	0.1929	-0.250526	0.183748	0.1728	0.0803	0.0031	-1.404	0.16	0.0	1.0	-1.36342164268455	0	0.43573221408223395	0.30174999999999996	0.0
ENSG00000250909	0.0579	-0.120621	0.110067	0.2731	0.03762	0.0014	-1.1032	0.27	-1.10315465927124	0.27	-1.09588705061463	0	0.36185705565836	0.14500000000000002	0.0
ENSG00000253767	0.045	0.00847315	0.144888	0.9534	0.05508	0.0015	0.0585	0.9534	0.0059349409071463	0.9953	0.0584806885318315	0	0.096615371772525	0.0	0.0
ENSG00000038427	0.0629	-0.0686935	0.0860327	0.4246	0.06846	0.0017	-1.02	0.309	-1.02381239015674	0.3059	-0.798458028168359	0	0.26473525603327097	0.10224999999999995	0.0
ENSG00000113391	0.0553	-0.135897	0.128524	0.2903	0.03056	0.0011	-0.894	0.3714	0.0	1.0	-1.05736671750023	0	0.35728627738056995	0.033590909090909005	0.0
ENSG00000171720	0.0069	0.306455	0.362164	0.3975	0.0149	0.0015	0.0	1.0	0.0	1.0	0.84617742238323	0	0.284607024189824	0.0	0.0
ENSG00000250853	0.0369	-0.321282	0.281341	0.2535	0.008165	0.0013	0.0	1.0	0.0	1.0	-1.1419665103913	1	0.36828879274832105	0.0	0.0
ENSG00000112983	0.0629	0.122397	0.107503	0.2549	0.0	0.002	1.11151	0.266	1.15404712215861	0.2485	1.13854497083802	0	0.36828879274832105	0.15092799999999995	0.0
ENSG00000263597	0.1596	-0.0414035	0.132562	0.7548	0.03323	0.0032	-0.3126	0.755	-0.312586277723312	0.7546	-0.312333096965948	0	0.136654423431398	0.0	0.0
ENSG00000011083	0.014	-0.536565	0.299886	0.07358	0.08214	0.002	-2.03	0.0425	0.0	1.0	-1.7892299073648	1	0.6073723243347731	0.6469262758620691	0.0
ENSG00000071539	0.0615	0.0824337	0.104402	0.4298	0.04115	0.0016	0.8469	0.397	0.85465807112509	0.3927	0.789579701538285	0	0.261927661610295	0.012039501039501022	0.0
ENSG00000145824	0.124	-0.241107	0.142859	0.09146	0.07081	0.0024	-1.73	0.083	-1.73371255397797	0.08297	-1.68772705954823	1	0.5516980375840159	0.47709999999999997	0.35509681818181804
ENSG00000198677	0.0777	0.0969419	0.0749696	0.196	0.1715	0.0017	1.636	0.102	1.49345236234793	0.1353	1.29308279622674	0	0.415046549789138	0.426788732394366	0.160859585492228
ENSG00000272525	0.1417	-0.0300622	0.108634	0.782	0.0	0.0029	-0.1659	0.8682	-0.168421017531613	0.8663	-0.276729200802695	0	0.135581536096246	0.0	0.0
ENSG00000113068	0.1153	-0.520349	0.268606	0.05272	0.0005518	0.0019	-0.755	0.451	0.0	1.0	-1.93722031525729	0	0.672660789070907	0.0	0.0
ENSG00000145734	0.0573	0.0120346	0.107538	0.9109	0.1491	0.0359	-0.502	0.6158	-0.189774973824099	0.8495	0.111910208484443	0	0.10471913254112197	0.0	0.0
ENSG00000113460	0.0316	0.0230556	0.205331	0.9106	0.07022	0.0016	0.112	0.911	0.0	1.0	0.112285042200155	0	0.10471913254112197	0.0	0.0
ENSG00000249855	0.2184	-0.192288	0.0892671	0.03123	0.1663	0.0027	-0.977	0.3287	-0.084423154592514	0.9327	-2.1540746814896	0	0.758687430997477	0.08471255813953504	0.0
ENSG00000006837	0.0166	-0.111287	0.293799	0.7048	0.0006945	0.0017	0.0	1.0	0.0	1.0	-0.378786176944101	1	0.15629640167088998	0.0	0.0
ENSG00000037280	0.0073	-0.233647	0.372726	0.5307	0.0008131	0.0016	0.0	1.0	0.0	1.0	-0.626859945375423	0	0.20522833737648105	0.0	0.0
ENSG00000248514	0.0075	0.16932	0.304901	0.5787	0.01147	0.002	0.0	1.0	0.0	1.0	0.555327794923598	0	0.18505106355341805	0.0	0.0
ENSG00000153914	0.0611	0.0222702	0.15334	0.8845	0.07045	0.0014	0.747	0.455	0.145268350839615	0.8845	0.145234120255641	0	0.11431669702008096	0.0	0.0
ENSG00000260761	0.0393	-0.227433	0.328134	0.4882	0.0002369	0.0016	0.0	1.0	0.0	1.0	-0.693110131836384	0	0.22513802907741698	0.0	0.0
ENSG00000113368	0.0115	-0.27443	0.312072	0.3792	0.02399	0.0019	-2.45	0.0142	0.0	1.0	-0.879380399395011	1	0.29860684952933303	0.842616666666667	0.0
ENSG00000248648	0.0929	0.0456283	0.0782952	0.56	0.02982	0.0014	0.5833	0.56	0.601390926802626	0.5476	0.582772634848624	0	0.190882528677225	0.0	0.0
ENSG00000239389	0.973	-0.362581	0.0888635	4.5e-05	0.893	0.0355	-5.2662	1.39e-07	-5.20682767946693	1.921e-07	-4.08020165759845	1	0.9991116561148023	0.9999960385	0.99999452515
ENSG00000254363	0.0681	-0.147628	0.22815	0.5176	0.04112	0.0016	-0.6539	0.513	0.0	1.0	-0.647065527065527	0	0.214005478669546	0.0	0.0
ENSG00000253159	0.0058	-0.336285	0.335589	0.3163	0.01476	0.0017	0.0	1.0	0.0	1.0	-1.00207396547563	0	0.34585928470512906	0.0	0.0
ENSG00000204967	0.2244	-0.387007	0.185995	0.03746	0.1539	0.0033	0.0	1.0	0.0	1.0	-2.08073872953574	0	0.726302640113146	0.0	0.0
ENSG00000280207	0.0461	-0.126976	0.268633	0.6364	0.002927	0.0015	0.0	1.0	0.0	1.0	-0.472674615553562	1	0.17578487282394595	0.0	0.0
ENSG00000131188	0.0731	-0.127144	0.100736	0.2069	0.0599	0.0018	-1.1109	0.267	0.0	1.0	-1.26215057179161	0	0.410387329156785	0.150002659574468	0.0
ENSG00000038382	0.0451	0.262959	0.254808	0.3021	0.004639	0.0019	1.067	0.286	0.0	1.0	1.0319887915607	0	0.35449715252150804	0.12890076335877898	0.0
ENSG00000173210	0.0543	-0.0626829	0.0846023	0.4587	0.03317	0.0016	-0.742	0.458	-0.752793762386624	0.4516	-0.74091248110276	0	0.24129452821972397	0.0	0.0
ENSG00000134516	0.056	0.00901364	0.110005	0.9347	0.07106	0.0011	-0.437	0.662	-0.0481592844611596	0.9616	0.081938457342848	0	0.09697310702942197	0.0	0.0
ENSG00000132563	0.0589	-0.137155	0.154843	0.3757	0.0636	0.0017	-1.122	0.2619	0.0	1.0	-0.885768165173757	0	0.30151088767952305	0.15500188679245297	0.0
ENSG00000253406	0.1106	-0.150951	0.0895442	0.09184	0.1005	0.0021	-1.702	0.0887	-1.70237553119659	0.08868	-1.68577082602782	0	0.5516980375840159	0.46646281407035195	0.31955153846153805
ENSG00000197860	0.0943	-0.155704	0.105563	0.1402	0.1233	0.0023	-1.6	0.11	-1.41844135131881	0.1561	-1.47498650095204	0	0.47509427595714504	0.405775	0.12345246636771301
ENSG00000132570	0.2024	-0.434373	0.209475	0.03811	0.2246	0.0032	0.0	1.0	-2.80642455931121	0.005009	-2.07362692445399	1	0.725973038915587	0.0	0.9259781111111111
ENSG00000271871	0.0399	0.0574203	0.177851	0.7468	0.1027	0.0014	0.3125	0.755	0.416227095308311	0.6772	0.322856211098054	0	0.141967389991552	0.0	0.0
ENSG00000113721	0.043	0.0517624	0.0931009	0.5782	0.05021	0.0014	0.5876	0.557	0.488859742879867	0.6249	0.55598173594455	0	0.18505106355341805	0.0	0.0
ENSG00000113389	0.0508	0.0511882	0.109448	0.64	0.06767	0.0016	0.468	0.64	0.468253940343857	0.6396	0.467694247496528	0	0.17552191202539802	0.0	0.0
ENSG00000086570	0.0611	-0.0773511	0.0757055	0.3069	0.06645	0.0014	-0.76	0.4471	-0.740809181299796	0.4588	-1.02173686191888	0	0.35191449546733	0.0	0.0
ENSG00000254221	0.0148	0.0406659	0.218924	0.8526	0.05856	0.0016	0.0	1.0	0.0	1.0	0.185753503498931	0	0.12287130460703999	0.0	0.0
ENSG00000249825	0.0439	-0.0416051	0.183729	0.8209	0.03106	0.0013	-1.171	0.241	0.0	1.0	-0.226448192718624	0	0.127371857031515	0.17812820512820504	0.0
ENSG00000250120	0.0559	0.0896585	0.135844	0.5092	0.03603	0.0016	0.8032	0.4218	0.0	1.0	0.660010747622273	0	0.22021755684544597	0.0	0.0
ENSG00000198865	0.0498	0.0307489	0.072236	0.6703	0.03671	0.0009	-0.231	0.8175	-0.158812413999914	0.8738	0.42567279472839	0	0.16825067063771404	0.0	0.0
ENSG00000177733	0.0439	0.0642514	0.093132	0.4903	0.1207	0.0015	0.691	0.489	0.787595932939488	0.4309	0.689896061504102	0	0.22513802907741698	0.0	0.0
ENSG00000261757	0.0774	0.24487	0.19107	0.2	0.158	0.0017	1.392	0.164	1.45753401321231	0.145	1.28157219867064	0	0.413106141911447	0.29638709677419395	0.15158975609756098
ENSG00000271781	0.0633	-0.11318	0.101962	0.267	0.03926	0.0014	-1.02	0.308	-0.997707511934369	0.3184	-1.11002138051431	0	0.36526983666702795	0.10297810218978098	0.0
ENSG00000172244	0.054	0.0131895	0.0629497	0.834	0.05509	0.0012	0.168	0.867	0.1840918006309	0.8539	0.209524429822541	0	0.124227999025592	0.0	0.0
ENSG00000130449	0.0714	0.112497	0.0953971	0.2383	0.0533	0.0013	0.39	0.6964	0.0	1.0	1.17924968369059	0	0.37953215393854	0.0	0.0
ENSG00000145649	0.0625	-0.00913812	0.185756	0.9608	0.01876	0.0013	-0.0706	0.944	0.0	1.0	-0.0491942117616658	0	0.096615371772525	0.0	0.0
ENSG00000171368	0.0431	0.0629237	0.319398	0.8438	0.001583	0.0016	0.0	1.0	0.0	1.0	0.19700718226163	0	0.12413105230212795	0.0	0.0
ENSG00000236882	0.1286	-0.192722	0.107176	0.07215	0.09478	0.0018	-1.327	0.1845	-1.36761760301198	0.1714	-1.79818242890199	0	0.612192450777154	0.25640909090909103	0.09593670886076
ENSG00000189045	0.5655	-0.467935	0.169757	0.005842	0.3826	0.0102	0.0	1.0	-3.03417444229126	0.002412	-2.75649899562316	0	0.9279207642038221	0.0	0.9609842702702703
ENSG00000237187	0.1294	-0.284312	0.203802	0.163	0.0	0.0022	-1.582	0.114	0.0	1.0	-1.39504028419741	0	0.44325529991730495	0.39620353982300904	0.0
ENSG00000145536	0.0699	-0.175743	0.172368	0.3079	0.04063	0.0016	-1.03	0.301	-1.04365751001019	0.2966	-1.01958020050125	0	0.35191449546733	0.11474938574938598	0.0
ENSG00000164175	0.0263	-0.36088	0.326417	0.2689	0.0008919	0.0015	0.0	1.0	0.0	1.0	-1.10557967262734	0	0.36526983666702795	0.0	0.0
ENSG00000243414	0.1474	-0.0322248	0.129619	0.8037	0.02838	0.0023	-0.563	0.574	-0.248733416199684	0.8036	-0.248611700445151	0	0.129236386272795	0.0	0.0
ENSG00000145819	0.0463	0.0811944	0.1121	0.4689	0.08553	0.0013	-0.075	0.9402	0.0005149373078347	0.9996	0.724303300624442	0	0.23557074983965998	0.0	0.0
ENSG00000164576	0.9998	-0.7449	0.133163	2.22e-08	0.995	0.877	-4.38	1.19e-05	0.0	1.0	-5.59389620239856	1	0.9999991072692315	0.9997501	0.0
ENSG00000249572	0.0059	0.2841	0.332733	0.3932	0.00162	0.0017	0.0	1.0	0.0	1.0	0.853837761809018	0	0.288469449582041	0.0	0.0
ENSG00000164902	0.0475	-0.0311919	0.069874	0.6553	0.03148	0.0013	-0.4466	0.655	-0.446570783853531	0.6552	-0.446402095199931	0	0.17158245454196996	0.0	0.0
ENSG00000112874	0.0649	0.0803071	0.114246	0.4821	0.03874	0.0016	0.705	0.481	0.70501321554184	0.4808	0.702931393659297	0	0.229098926920016	0.0	0.0
ENSG00000250891	0.0544	-0.023967	0.120904	0.8429	0.02057	0.0011	0.0457	0.9635	-0.0597371272742748	0.9524	-0.198231654866671	0	0.124227999025592	0.0	0.0
ENSG00000185372	0.9988	0.477826	0.0766027	4.44e-10	0.9896	0.3499	6.8011	1.04e-11	6.80104101837195	1.039e-11	6.23771746948867	1	0.999999977044066	0.99999999958504	0.9999999995711438
ENSG00000272070	0.0603	-0.752822	0.30113	0.01242	0.4052	0.0078	0.0	1.0	0.0	1.0	-2.49999003752532	1	0.871246007330941	0.0	0.0
ENSG00000113732	0.0536	0.106652	0.113041	0.3454	0.1345	0.0015	0.952	0.341	0.945721376063087	0.3443	0.943480683999611	0	0.325822741388742	0.06808904109588998	0.0
ENSG00000120328	0.9972	-0.740536	0.15434	1.602e-06	0.9966	0.2311	-6.6641	2.66e-11	-6.03984582692347	1.543e-09	-4.79808215627835	1	0.9999529898019671	0.9999999990049937	0.9999999456773235
ENSG00000155329	0.0584	0.0448751	0.0851066	0.598	0.1289	0.0015	0.7385	0.46	0.722376583783892	0.4701	0.527281080433245	0	0.18020116767251804	0.0	0.0
ENSG00000164209	0.0563	0.081515	0.14418	0.5718	0.03179	0.0012	0.567	0.571	0.567153334617615	0.5706	0.565369676792898	0	0.188168522053194	0.0	0.0
ENSG00000145908	0.0405	-0.159341	0.244502	0.5146	0.0225	0.0016	0.0	1.0	0.0	1.0	-0.651696100645394	0	0.21575999538026802	0.0	0.0
ENSG00000113658	0.1695	-0.14382	0.106215	0.1757	0.04937	0.0035	-1.787	0.07397	0.0	1.0	-1.3540460386951	0	0.432241327076209	0.5025725280898881	0.0
